"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10"
0,0,0,0,0,0,0,0,0.642857142857143,0.357142857142857
0.00714285714285714,0,0,0.607142857142857,0.0214285714285714,0,0,0,0.364285714285714,0
0,0.0375,0,0,0.625,0,0.19375,0.125,0.01875,0
0.0111111111111111,0,0,0.8,0,0,0,0.0222222222222222,0,0.166666666666667
0,0,0,0,0.0166666666666667,0.75,0,0.2,0,0.0333333333333333
0,0.35,0.1,0,0,0.0833333333333333,0.466666666666667,0,0,0
0,0.383333333333333,0,0,0,0.15,0.45,0,0.0166666666666667,0
0,0.483333333333333,0,0,0,0.0166666666666667,0.5,0,0,0
0,0.466666666666667,0,0,0,0,0.5,0,0.0166666666666667,0.0166666666666667
0.0166666666666667,0.233333333333333,0,0,0.716666666666667,0.0166666666666667,0,0,0.0166666666666667,0
0,0,0.104761904761905,0.161904761904762,0.1,0,0.623809523809524,0,0.00476190476190476,0.00476190476190476
0,0,0.0260869565217391,0.178260869565217,0,0,0.139130434782609,0.21304347826087,0.443478260869565,0
0,0,0.339130434782609,0,0.0217391304347826,0.0608695652173913,0.578260869565217,0,0,0
0.0230769230769231,0,0.469230769230769,0.423076923076923,0,0,0,0,0.0846153846153846,0
0,0,0.13125,0,0,0,0.4,0.45,0,0.01875
0,0,0.173684210526316,0,0,0.0105263157894737,0.342105263157895,0.278947368421053,0.194736842105263,0
0,0,0,0,0,0.0166666666666667,0,0,0,0.983333333333333
0,0,0.113636363636364,0,0.0636363636363636,0.122727272727273,0,0,0,0.7
0,0,0,0,0,0.02,0.42,0,0,0.56
0,0,0.173684210526316,0.510526315789474,0,0.315789473684211,0,0,0,0
0,0.0736842105263158,0.484210526315789,0,0,0,0.257894736842105,0.115789473684211,0.068421052631579,0
0,0,0.05,0.00454545454545455,0.0409090909090909,0.122727272727273,0.00909090909090909,0.00454545454545455,0.0818181818181818,0.686363636363636
0,0,0.261111111111111,0.00555555555555556,0,0,0.733333333333333,0,0,0
0,0.0133333333333333,0.573333333333333,0,0.0733333333333333,0,0.333333333333333,0,0,0.00666666666666667
0.0142857142857143,0.0142857142857143,0,0,0.257142857142857,0.0142857142857143,0.585714285714286,0,0.114285714285714,0
0,0,0.144444444444444,0,0.122222222222222,0,0.733333333333333,0,0,0
0,0,0.23125,0,0,0,0.31875,0.45,0,0
0.00555555555555556,0.177777777777778,0,0.00555555555555556,0,0,0,0.316666666666667,0.494444444444444,0
0.0633333333333333,0,0.0233333333333333,0.826666666666667,0.0466666666666667,0.0333333333333333,0,0.00666666666666667,0,0
0,0.05,0,0,0,0,0.95,0,0,0
0,0,0.288888888888889,0.111111111111111,0.6,0,0,0,0,0
0,0,0.0272727272727273,0,0,0,0.663636363636364,0.254545454545455,0.05,0.00454545454545455
0.6125,0.0375,0,0,0,0,0.2875,0,0.0625,0
0,0,0.361111111111111,0,0,0,0,0,0.638888888888889,0
0.1,0,0.332142857142857,0.475,0,0.0107142857142857,0.00714285714285714,0,0.0714285714285714,0.00357142857142857
0,0,0,0.0166666666666667,0,0,0.633333333333333,0,0.3,0.05
0,0.02,0.18,0,0.366666666666667,0,0.113333333333333,0.32,0,0
0.0230769230769231,0,0.0846153846153846,0,0,0.723076923076923,0,0,0.169230769230769,0
0.00555555555555556,0.00555555555555556,0.433333333333333,0,0,0,0,0.00555555555555556,0.55,0
0,0,0,0,0.238461538461538,0,0,0.0230769230769231,0.684615384615385,0.0538461538461538
0,0,0,0.6,0,0,0.3875,0,0.0125,0
0,0,0.05,0.6,0.075,0.025,0,0.1,0.075,0.075
0,0.00555555555555556,0.0666666666666667,0,0,0.0166666666666667,0.866666666666667,0,0.0444444444444444,0
0.00625,0,0.05,0.01875,0.45625,0,0.025,0.44375,0,0
0.00967741935483871,0,0.258064516129032,0.448387096774194,0.0741935483870968,0.209677419354839,0,0,0,0
0,0,0.7,0,0,0,0.3,0,0,0
0.0142857142857143,0,0.642857142857143,0,0.0142857142857143,0.0428571428571429,0,0,0.0142857142857143,0.271428571428571
0,0,0.0615384615384615,0.00769230769230769,0.292307692307692,0,0,0,0.638461538461539,0
0,0.0894736842105263,0.105263157894737,0,0,0.389473684210526,0.410526315789474,0.00526315789473684,0,0
0.664285714285714,0,0.142857142857143,0,0,0,0.185714285714286,0,0,0.00714285714285714
0,0.00769230769230769,0.315384615384615,0,0.0461538461538462,0,0,0.630769230769231,0,0
0,0,0.5625,0,0.0625,0,0.325,0.05,0,0
0,0,0,0,0.02,0,0.92,0.06,0,0
0,0,0.623076923076923,0,0,0,0.00769230769230769,0.361538461538462,0,0.00769230769230769
0,0,0,0,0,0.52,0.06,0,0.42,0
0,0.004,0.284,0,0.028,0,0.156,0,0,0.528
0.685714285714286,0,0,0,0,0.0285714285714286,0,0,0.285714285714286,0
0,0,0.328,0,0,0,0.152,0,0,0.52
0,0,0.0923076923076923,0.4,0.146153846153846,0,0.346153846153846,0.0153846153846154,0,0
0,0,0.816666666666667,0,0,0.166666666666667,0.00833333333333333,0.00833333333333333,0,0
0.251851851851852,0.2,0,0.266666666666667,0,0.0037037037037037,0.0740740740740741,0.0037037037037037,0,0.2
0,0,0.657142857142857,0,0,0,0.314285714285714,0.0142857142857143,0.0142857142857143,0
0,0,0,0,0,0,0.886363636363636,0.113636363636364,0,0
0,0.0571428571428571,0.6,0,0,0.0142857142857143,0.271428571428571,0.0142857142857143,0,0.0428571428571429
0,0.0285714285714286,0.6,0,0,0.0285714285714286,0.2,0,0.0142857142857143,0.128571428571429
0,0.166666666666667,0,0,0.833333333333333,0,0,0,0,0
0,0.414285714285714,0,0,0,0,0.585714285714286,0,0,0
0,0.457142857142857,0,0,0,0.0857142857142857,0.442857142857143,0,0.0142857142857143,0
0,0,0.1,0.02,0.6,0.2,0,0,0.08,0
0.0285714285714286,0,0.264285714285714,0.0785714285714286,0.228571428571429,0.0214285714285714,0.321428571428571,0,0,0.0571428571428571
0.02,0,0.48,0.4,0,0,0.02,0,0.08,0
0,0,0.361538461538462,0,0,0,0.00769230769230769,0.630769230769231,0,0
0.00666666666666667,0.0133333333333333,0.54,0,0,0,0.113333333333333,0,0.313333333333333,0.0133333333333333
0,0,0.0136363636363636,0,0,0,0.827272727272727,0.154545454545455,0.00454545454545455,0
0,0.0318181818181818,0.0409090909090909,0.331818181818182,0,0.0772727272727273,0.259090909090909,0,0.259090909090909,0
0,0,0,0,0,0.06,0.12,0,0,0.82
0.0032258064516129,0,0.0387096774193548,0.719354838709677,0.158064516129032,0.0774193548387097,0,0.0032258064516129,0,0
0.00476190476190476,0,0.180952380952381,0,0.00476190476190476,0,0.447619047619048,0,0.00476190476190476,0.357142857142857
0,0.342857142857143,0,0,0,0.0142857142857143,0.414285714285714,0.0571428571428571,0.142857142857143,0.0285714285714286
0,0.557142857142857,0,0.0142857142857143,0,0,0.328571428571429,0.0285714285714286,0.0714285714285714,0
0,0,0,0,0,0.761111111111111,0.00555555555555556,0.227777777777778,0,0.00555555555555556
0,0,0.0583333333333333,0,0.00416666666666667,0,0.00416666666666667,0.8125,0,0.120833333333333
0.385714285714286,0,0,0.271428571428571,0,0,0,0,0,0.342857142857143
0.0833333333333333,0,0,0,0,0.15,0.0166666666666667,0,0.7,0.05
0,0,0.422222222222222,0,0,0,0,0,0.305555555555556,0.272222222222222
0,0,0.35625,0.3625,0.01875,0.05625,0,0.2,0.00625,0
0,0,0,0.00454545454545455,0,0,0.377272727272727,0.618181818181818,0,0
0.333333333333333,0.0133333333333333,0,0,0,0.08,0.00666666666666667,0,0.353333333333333,0.213333333333333
0,0,0.272727272727273,0,0.254545454545455,0.454545454545455,0.00909090909090909,0,0.00909090909090909,0
0,0,0,0,0,0.24,0,0.04,0,0.72
0,0,0.133333333333333,0,0,0,0.375,0,0.391666666666667,0.1
0,0,0,0,0,0,0.416666666666667,0,0,0.583333333333333
0.2,0,0.142857142857143,0,0,0,0,0,0.635714285714286,0.0214285714285714
0.157142857142857,0,0.207142857142857,0,0.00714285714285714,0,0,0,0.628571428571429,0
0.3875,0,0.0333333333333333,0,0,0.00416666666666667,0,0.575,0,0
0.833333333333333,0,0,0,0,0.166666666666667,0,0,0,0
0.892857142857143,0.0928571428571429,0,0,0,0,0,0,0.0142857142857143,0
0,0.075,0.275,0,0,0,0.65,0,0,0
0,0.0111111111111111,0,0,0,0.00555555555555556,0.00555555555555556,0,0.00555555555555556,0.972222222222222
0.825,0,0.025,0,0.15,0,0,0,0,0
0.676923076923077,0.0769230769230769,0,0,0,0.0769230769230769,0,0.00769230769230769,0.161538461538462,0
0,0,0.0166666666666667,0.75,0,0,0,0,0.166666666666667,0.0666666666666667
0.00434782608695652,0,0,0.291304347826087,0.195652173913043,0,0.00434782608695652,0.0521739130434783,0.00434782608695652,0.447826086956522
0,0,0.123529411764706,0.00588235294117647,0,0.405882352941176,0.188235294117647,0,0.276470588235294,0
0.2,0.025,0.05,0,0,0,0.6,0,0.125,0
0,0,0,0.628571428571429,0,0.228571428571429,0.128571428571429,0,0,0.0142857142857143
0.495,0.22,0,0.255,0.01,0,0,0.005,0.015,0
0,0,0,0,0,0.0166666666666667,0.35,0.0666666666666667,0,0.566666666666667
0.435,0,0.02,0,0,0,0.38,0.025,0.14,0
0,0,0,0.785714285714286,0,0.0285714285714286,0,0.128571428571429,0.0571428571428571,0
0.203571428571429,0.182142857142857,0.00357142857142857,0.242857142857143,0,0.125,0.00357142857142857,0.00357142857142857,0,0.235714285714286
0.0333333333333333,0,0.0888888888888889,0,0.0222222222222222,0,0,0.411111111111111,0.444444444444444,0
0.9,0,0,0,0,0,0,0.1,0,0
0.333333333333333,0.137037037037037,0.037037037037037,0.244444444444444,0,0,0.037037037037037,0,0,0.211111111111111
0,0.0166666666666667,0,0,0,0,0.416666666666667,0,0,0.566666666666667
0,0,0,0.0111111111111111,0.566666666666667,0,0.0333333333333333,0.211111111111111,0.0666666666666667,0.111111111111111
0.531578947368421,0,0.0894736842105263,0,0,0,0,0.152631578947368,0.226315789473684,0
0.404,0.072,0.048,0,0,0,0.004,0.32,0.152,0
0.65,0,0,0,0,0,0,0.316666666666667,0.0333333333333333,0
0.303703703703704,0.192592592592593,0,0.174074074074074,0,0.00740740740740741,0,0.0148148148148148,0.0111111111111111,0.296296296296296
0.4,0.15,0,0,0,0,0.45,0,0,0
0,0.1,0,0.0777777777777778,0,0.477777777777778,0,0.0111111111111111,0,0.333333333333333
0.833333333333333,0.0222222222222222,0,0,0,0,0.0111111111111111,0,0.133333333333333,0
0,0,0,0.0222222222222222,0.0777777777777778,0.411111111111111,0.0666666666666667,0,0,0.422222222222222
0,0,0.0888888888888889,0.3,0,0,0,0.15,0.0166666666666667,0.444444444444444
0.00952380952380952,0.133333333333333,0.352380952380952,0.0666666666666667,0,0,0.323809523809524,0,0,0.114285714285714
0,0,0,0,0,0.12,0.58,0.28,0,0.02
0.0636363636363636,0,0,0,0,0.0909090909090909,0,0,0.845454545454545,0
0,0.05,0,0,0,0,0.95,0,0,0
0.95,0,0.05,0,0,0,0,0,0,0
0,0.530434782608696,0.130434782608696,0,0,0.00434782608695652,0.0217391304347826,0,0.160869565217391,0.152173913043478
0.814285714285714,0.0285714285714286,0,0,0,0,0.128571428571429,0,0,0.0285714285714286
0.122727272727273,0,0.431818181818182,0.0636363636363636,0,0,0,0.381818181818182,0,0
0.0142857142857143,0.385714285714286,0,0,0.571428571428571,0.0285714285714286,0,0,0,0
0.1,0,0,0,0,0,0.85,0,0,0.05
0.02,0.42,0,0,0,0,0.04,0,0.52,0
0.0294117647058824,0,0.0705882352941176,0,0,0.241176470588235,0.0294117647058824,0.0588235294117647,0.0352941176470588,0.535294117647059
0,0.6,0,0,0,0.32,0.02,0,0.06,0
0.0210526315789474,0.210526315789474,0.184210526315789,0.0526315789473684,0.00526315789473684,0.0368421052631579,0.0210526315789474,0.0263157894736842,0.0894736842105263,0.352631578947368
0.0476190476190476,0.0380952380952381,0.142857142857143,0.333333333333333,0.380952380952381,0,0.00476190476190476,0,0,0.0523809523809524
0.05,0,0.341666666666667,0.00416666666666667,0.025,0.129166666666667,0.00416666666666667,0.0125,0.433333333333333,0
0.345454545454545,0,0,0,0.636363636363636,0,0,0,0.0181818181818182,0
0.327272727272727,0.0181818181818182,0.00909090909090909,0,0.645454545454545,0,0,0,0,0
0.05,0,0,0,0.88,0,0.05,0,0.02,0
0.08,0,0.02,0,0.89,0,0.01,0,0,0
0.121739130434783,0.11304347826087,0,0,0,0.139130434782609,0.0304347826086957,0.0304347826086957,0.0130434782608696,0.552173913043478
0,0,0.137037037037037,0.225925925925926,0,0,0.062962962962963,0.574074074074074,0,0
0,0,0,0,0.0210526315789474,0.0105263157894737,0.489473684210526,0,0.0736842105263158,0.405263157894737
0,0,0,0,0.386666666666667,0,0,0,0,0.613333333333333
0,0.1,0,0.85,0,0,0,0,0.05,0
0,0.544444444444445,0.15,0,0,0,0.05,0,0.0222222222222222,0.233333333333333
0,0,0.0421052631578947,0,0,0.00526315789473684,0.363157894736842,0.447368421052632,0.00526315789473684,0.136842105263158
0,0.322222222222222,0.677777777777778,0,0,0,0,0,0,0
0.104761904761905,0,0,0,0,0,0.895238095238095,0,0,0
0.627272727272727,0.35,0.00454545454545455,0,0,0,0.00909090909090909,0,0,0.00909090909090909
0,0.02,0,0.02,0,0,0.02,0,0,0.94
0,0,0,0,0.6,0.06,0,0,0.34,0
0,0.313333333333333,0.1,0.116666666666667,0,0,0,0.0166666666666667,0,0.453333333333333
0.163636363636364,0,0,0,0,0,0.827272727272727,0,0.00909090909090909,0
0.292857142857143,0.196428571428571,0,0.00714285714285714,0,0.260714285714286,0.0357142857142857,0,0.207142857142857,0
0,0,0,0,0,0.562068965517241,0.413793103448276,0,0.0241379310344828,0
0,0,0,0,0,0,0.75,0.25,0,0
0.2,0,0.1,0,0,0,0.45,0.2,0,0.05
0,0,0,0.0111111111111111,0,0.583333333333333,0.00555555555555556,0.272222222222222,0,0.127777777777778
0.0818181818181818,0.1,0,0,0,0,0.0818181818181818,0.654545454545455,0.0818181818181818,0
0,0.8,0.0916666666666667,0,0,0.0916666666666667,0,0,0.0166666666666667,0
0,0.881818181818182,0,0,0,0.118181818181818,0,0,0,0
